content,content_cutted,label_name,posibility
无敌了,,未知,[0.5 0.5]
感觉一定会有玩家在第一天看到妮露抱了一下黄毛，然后买了衣服，过几天更新剧情，妮露光速切割，然后后悔不已[喜极而泣],感觉 玩家 衣服 剧情 光速,剧情_摄像头_角色,[0.10025537 0.89974463]
我真是服了人家神里父母和万叶全家也没说什么，你有什么资格骂他,人家 神 父母 全家 资格,剧情_摄像头_角色,[0.25807519 0.74192481]
[蛆音娘_吃瓜群众]我在其它番里见过的黄毛多了去了，原这两主角简直是黄毛界的耻辱。,蛆 音娘 瓜 群众 主角 界 耻辱,原神_散兵_主角,[0.74988137 0.25011863]
女频剧情是这样的，只要骗氪游戏玩家，气死玩家就可以了，而我们正常玩家考虑的就很多了????,女频 剧情 游戏 玩家 气死 玩家 玩家,剧情_摄像头_角色,[0.08345375 0.91654625]
原神也知道你讨厌什么，所以喜欢塞一些你最讨厌的东西来恶心你，还能顺便做服从性测试,原神 恶心 服从性 测试,原神_散兵_主角,[0.51736678 0.48263322]
[doge]这个我会洗。黄毛是对比提瓦特高维世界来的，吸收了土著五种元素，那可不越来越弱了。,我会 世界 土著 元素,原神_散兵_主角,[0.82712753 0.17287247]
都2024年，解神者的灵魂还在平等的诅咒每一个二游：总要有一位绿帽王。,神者 灵魂 游 绿帽,原神_散兵_主角,[0.74901469 0.25098531]
[脱单doge],单,未知,[0.5 0.5]
[梦音茶糯_摸鱼],梦音 茶 摸鱼,未知,[0.5 0.5]
我不知道评论区有没有看过偷星九月天的，这段勇者剧情让我联想到当年偷星九月天的二月人鱼国剧情，一开始预言说他是人鱼们的勇者是传说中的预言之子，然后呢剧情也是各种给他和小人鱼女孩发糖，快结束蹦出来一个听都没听过的NPC说他才是勇者，我反正记得当年这段剧情在知音漫客连载的时候，我们班的同学个个都在骂这是什么玩意,评论 区 星 勇者 剧情 星 人鱼 国 剧情 人 鱼 勇者 传说 剧情 小人 鱼 女孩 勇者 剧情 知音 漫客 时候 班 同学 玩意,剧情_摄像头_角色,[0.42469211 0.57530789]
懂不懂见证者摄像头的含义！他就像是av中醉酒熟睡的丈夫，电车上装聋作哑的路人，可以没用！但不能没有！（转发）,见证者 摄像头 含义 醉酒 丈夫 电车 路人,剧情_摄像头_角色,[0.49685776 0.50314224]
逮到了，哈哈哈哈,,未知,[0.5 0.5]
干脆所有买的都去申请退款得了,,未知,[0.5 0.5]
你当初2月能逆风翻盘，真得感谢mhy直接过来送头[微笑][微笑][微笑],逆风 微笑 微笑 微笑,未知,[0.5 0.5]
还在删，鸣潮是什么违禁词吗？,鸣潮 词,剧情_摄像头_角色,[0.25180043 0.74819957]
原神锁妖塔锁死这帮策划和编剧，别放出来害人。,原神 妖塔 策划 编剧 害人,原神_散兵_主角,[0.8748387 0.1251613]
以为自己是勇者，后续被编剧一个设定打脸，还要被散兵嫌弃，哈哈。编剧在背后看玩家尖叫抓挠一定很爽吧,勇者 编剧 脸 散兵 编剧 玩家,原神_散兵_主角,[0.75343054 0.24656946]
果然原神这个游戏带入散兵才是正确玩法，纯纯爽文剧情，各个女角色都亲切的喊阿帽[滑稽],原神 游戏 散兵 玩法 爽文 剧情 角色 阿帽,剧情_摄像头_角色,[0.35801902 0.64198098]
最近节奏真多啊，只能希望原神策划不要被这些节奏带偏，安心做自己想做的，我觉得原神现在的设计完全没有问题。[星星眼][星星眼],节奏 原神 策划 节奏 原神 设计 问题 星星 眼 星星 眼,剧情_摄像头_角色,[0.49906008 0.50093992]
这游戏如果玩家是散兵就太爽了，出场狂刷npc还能被神明原谅洗白，后面猛猛开后宫,游戏 玩家 散兵 出场 神明 后宫,剧情_摄像头_角色,[0.30361695 0.69638305]
"但是我们的双少女啊??

没问题啊双少女??

没人可以碰到双少女??

我们的双少女还在输出 ??

原神的第六手pick永远是这两个少女！??

第三个来了！第三个来了！娜维娅来了！??

三姐妹 我们仨 ！??????

保住三姐妹！??????

保住我们姐仨??????

旅行者你吃得住三姐妹的伤害吗？一下160??

旅行者在三姐妹中游泳！??

哎，散兵TP辣！要小心散兵背刺?? 旅行者被散兵摘桃子了??而且勇者的头衔已经续上了??????而且旅行者想走也走不了，原神已经卸载不掉了??????

开喷能换一个吗，好像也换不了被捂嘴了????????????

哇~散兵的这波入场太要命了??

哇??

哇??",双 少女 问题 双 少女 人 双 少女 双 少女 原神 手 少女 姐妹 我们仨 姐妹 姐 旅行者 姐妹 旅行者 姐妹 游泳 散兵 辣 小心 散兵 旅行者 散兵 桃子 勇者 头衔 旅行者 原神 散兵 波 入场,原神_散兵_主角,[0.96660245 0.03339755]
什么叫提瓦特大少啊[微笑],微笑,未知,[0.5 0.5]
在原你真的不能当女角色的厨子[笑哭]因为编剧的刀总会落在你头上的[藏狐]现在原其他女角色都在瑟瑟发抖了,女 角色 厨子 编剧 刀 总会 藏狐 原 角色,剧情_摄像头_角色,[0.37294843 0.62705157]
沃砍唉塞,,未知,[0.5 0.5]
"诶！????原神新剧情散兵登场了！ 我来想想怎么黑……喔， 妮露害羞了！ 说成是因为散 兵害羞的吧！才不可能是因为不好意思在大家面前 表达对爷的喜欢呢



什么，你说我没在黑？我都不接受其它剧情解读了还说的不是黑？??",原神 剧情 散兵 登场 兵 大家 对爷 黑 剧情,剧情_摄像头_角色,[0.41742999 0.58257001]
"关于旅行者就是科比的论证：

旅行者从高空坠落后昏迷不醒，科比坠落后也没醒；

旅行者以前很强但最近强度入土，科比也是以前很强现在入土；

旅行者手上拿的永远都是那把破烂无锋剑，科比手上打的永远都是篮球；

现在有很多关于旅行者的笑话，也有很多关于科比的笑话；

最后，旅行者和科比从来没有同时出现过[草莓猫Taffy_嬉皮笑脸]",旅行者 论证 旅行者 高空 旅行者 强度 旅行者 永远都是 永远都是 篮球 旅行者 笑话 笑话 旅行者 草莓 猫,原神_散兵_主角,[0.92851572 0.07148428]
关于mhy， 我来说几句公道话，不管怎么说，我们还是要客观评价mhy的。总的来说，他是过大于过、瑕不掩瑕，毁毁参半、贬贬不一、过过相抵的，请大家不要只盯着mhy的一些错误不放，还要注意到他的其他的错误。对于这样一个游戏公司，他的非非过过，自有公论[滑稽]@崩坏星穹铁道? @原神 @绝区零@原神动画项目? @米哈游miHoYo @崩坏星穹铁道,公道话 客观 评价 大家 错误 错误 游戏 公司 星穹 铁道 原神 绝区 零 原神 动画 项目 游 星穹 铁道,原神_散兵_主角,[0.50248859 0.49751141]
五元素给头猪，猪都能当五灵王了。,元素 头 猪 猪,原神_散兵_主角,[0.7494704 0.2505296]
"想起当时鸣潮开服时学长们搞团建，争论到漂泊者跟旅行者哪个好。然后就说旅行者可太好了，更有旅行的意义，而且也能合理见证诸多事迹，如魔女之旅那般，相比之下漂泊者这称谓可太俗了，完全没有漫步世界的感觉。

初闻只以为是疑惑纯度学长，如今才幡然醒悟他可太懂老米了[Mygo表情包_Love]",鸣潮 时 学长 漂泊者 旅行者 旅行者 旅行 意义 合理 事迹 魔女 旅 漂泊者 太俗 漫步 世界 感觉 初闻 纯度 学长 表情,原神_散兵_主角,[0.56780563 0.43219437]
最初对黑糖变成米黑这件事抱着奇怪与不理解，觉得只是仆人撕卡胡桃让他破防了，现在好了是我拙见了，老米是真的不当人啊，整个散兵恶心全世界,黑糖 事 仆人 卡 人 散兵 恶心 全世界,原神_散兵_主角,[0.51752208 0.48247792]
"按道理看完这个之后，我的首页推送应该全是此类视频才对。

结果推送的全是鸣潮，米游的内容居然一个都没了",道理 视频 结果 全是 鸣潮 内容,剧情_摄像头_角色,[0.3746189 0.6253811]
"复制一下自己的评论，顺便叠个甲支持米出的一切决定捏。

赤完回来了，有种霸牛的感觉，洗又洗不明白干脆不洗了，直接无视干的出生行为然后站c位吃高光，隔壁我骂高桥紫色是你爹隔壁会跟我一起骂，但是吧我如果在世界级游戏这么说那个不明生物我会被人骂。

顺便提一嘴这次对话好多都要等唐人动作做完了才能跳，当个小说看还不行，有种原来副本加楼梯的美感[喜极而泣]",评论 甲 霸牛 感觉 光 桥 紫色 爹 世界级 游戏 生物 我会 人 嘴 对话 动作 小说 副本 楼梯,剧情_摄像头_角色,[0.15437717 0.84562283]
唉，草神为散兵付出了那么多，没想到最后桃子被妮露摘了，意难平啊[大哭],草神 散兵 桃子,原神_散兵_主角,[0.83309804 0.16690196]
黄毛垃圾，技能垃圾，实力垃圾，剧情也垃圾，可以删掉吗，咱从阿帽～开始进入提瓦特世界[doge],垃圾 技能 垃圾 实力 垃圾 剧情 垃圾 阿帽 世界,剧情_摄像头_角色,[0.24298391 0.75701609]
要不是我的号抽了个散兵，不然的话早卖了,散兵,原神_散兵_主角,[0.74989975 0.25010025]
策划为了修补枫丹唯一没喂屎角色娜维娅的这一bug，特意加上散兵的剧情予以补偿，让玩家能在整个枫丹感受ntr的快乐[嗑瓜子],策划 屎 角色 散兵 剧情 补偿,剧情_摄像头_角色,[0.49987122 0.50012878]
ml越打越多，米黑越打越多，只有mxz还在逆流而行，迎难而上[笑哭],,未知,[0.5 0.5]
最顶级的在于还要强制你用黄毛摄像头甚至不给练好的试用，生怕大伙不知道这玩意是策划用长在下半身的大脑屙出来的三星角色,顶级 摄像头 试用 大伙 玩意 策划 下半身 大脑 三星 角色,剧情_摄像头_角色,[0.4975212 0.5024788]
鸣潮被开除的文案跑去米哈游了么[崩坏3·光辉矢愿_吃西瓜冰],鸣潮 文案 矢愿 冰,原神_散兵_主角,[0.50639134 0.49360866]
"问：活动剧情中，黄毛担任的什么角色？

答：诶????熟睡的丈夫～",问 活动 剧情 角色 丈夫,剧情_摄像头_角色,[0.13170203 0.86829797]
哈人的标题，这不怕被冲烂啊??,标题,未知,[0.5 0.5]
自从卸载了原神成了米黑后，生活也变得快乐起来了,原神 生活,原神_散兵_主角,[0.50952985 0.49047015]
虽然发sc了，这里还要提一嘴，反主信奉深渊的力量，然后不告诉主角，是要让自己体验完提瓦特大陆的冒险。这下破案了，顶级文案下大棋让所有人讨厌这个世界，为主角加入深渊做铺垫,嘴 力量 主角 体验 大陆 冒险 顶级 文案 棋 所有人 世界 主角 铺垫,原神_散兵_主角,[0.77470112 0.22529888]
连米哈游都知道，你想要什么样的父母,父母,未知,[0.5 0.5]
后面还有可莉出来叫杜林哥哥的剧情，杜林这个名字对蒙德人代表了什么自己写过就忘了？为什么要做一个蒙德人开口喊出杜林哥哥这样的地狱笑话啊？这但凡是个正常人会联想到现实里什么红线我想不用说吧？,剧情 名字 人 代表 开口 地狱 笑话 正常人 现实 红线,剧情_摄像头_角色,[0.25009805 0.74990195]
诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,角度 国家 地球 母亲 海啸 地震 火山 无辜 人 家园 历史 有关 国家,未知,[0.5 0.5]
都是在带节奏，这剧情我觉得挺好，怎么就不好了，反对的人都是没好好看剧情。[给心心],节奏 剧情 人 剧情,剧情_摄像头_角色,[0.12511879 0.87488121]
诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,角度 国家 地球 母亲 海啸 地震 火山 无辜 人 家园 历史 有关 国家,未知,[0.5 0.5]
太纯了，还有人出剧情超神的视频，甚至还拿辛美尔来带入主角，拿不到剑也可以当勇者，太夸张了。众人皆醉他独醒的态度真的值得mhy发个奖状。,人 剧情 超神 视频 主角 剑 勇者 态度 奖状,剧情_摄像头_角色,[0.41859387 0.58140613]
剧情不错下次继续出这样的世界级剧情[吃瓜],剧情 世界级 剧情 瓜,剧情_摄像头_角色,[0.12512644 0.87487356]
妮露：不是勇者？光速切割。全是致敬[吃瓜],勇者 光速 瓜,原神_散兵_主角,[0.7497693 0.2502307]
相信依法办事，善恶有报的我，看着日轻那套自我感动的赎罪论是真的反胃。他一天是犯罪，这辈子是犯罪,赎罪 犯罪 犯罪,未知,[0.5 0.5]
写一本O神同人文，主角在提瓦特无恶不作，最后学SB撞树一波洗白[吃瓜],人文 主角 学 波洗 白 瓜,原神_散兵_主角,[0.74988137 0.25011863]
快一个月没上原神的号了 最近在玩尘白 现在的人玩个游戏都这么魔怔吗？想不明白玩游戏看剧情是什么鬼,原神 玩尘 白 人 游戏 玩游戏 剧情 鬼,剧情_摄像头_角色,[0.37484207 0.62515793]
米哈游剧情这次一点问题没有，觉得有问题的要自己找问题，还有我求你们别给白蚁流量了，不然就是老米买单,剧情 问题 问题 问题 白蚁 流量 买单,原神_散兵_主角,[0.69286116 0.30713884]
??图不打码是吧，举办了[打call],图,未知,[0.5 0.5]
米游销号，如果你这个手机号登过崩，铁，zzz什么的，一块都给你注销了，硬逼??不能注销给我干笑了，我上次都快注销完了才发现这个问题又给撤销了[笑哭],游 销号 手机号 铁 问题,原神_散兵_主角,[0.74740114 0.25259886]
"在这个剧情里，妮露是之前在须弥参与对抗过正机之神的，但树一撞全忘光了，还和曾经的敌人成了好朋友；

娜维娅是在枫丹一起上过法庭并肩作战过的，在秘境中也是立足点碎裂坠落，主角还伸手救她（没拉到）；但主角在对战龙时坠落，娜维娅连凑近断处看看都没有；

派蒙之前在对战公子、对战正机之神、被雷神抡飞、在沙漠被漩涡卷走时，都有上前试图营救的动作；这次坠落时，我第一时间想：我派蒙呢？结果主角被猫抛上来，派蒙离断处得有十几米远（错付了）。

至于绮良良那个猫又，感觉她甚至不知道杜林在蒙德做过什么，只是听妮露散兵叭叭一通“你没有伤害过任何人”，就直接随大流祝福了。

也就是迪卢克没来，杜林的魔神残渣八成就是蒙德邪眼的材料，幼狼鲁斯坦的死也和杜林有关系，迪卢克要是替散兵参与剧情，直接变成蒙德二杀杜林，提前将危险掐灭在萌芽中。",剧情 正机 神 全 敌人 朋友 法庭 秘境 立足点 主角 主角 战龙 时 处 战 公子 战正机 神 雷神 沙漠 漩涡 走时 动作 时 时间 结果 主角 猫 猫 感觉 散兵 魔神 残渣 眼 材料 幼狼 关系 散兵 剧情,原神_散兵_主角,[0.62136105 0.37863895]
“世界级剧情”这个词已经沦落到跟“卧龙凤雏”一个下场了，谁提跟谁急??,世界级 剧情 词 下场,剧情_摄像头_角色,[0.1668847 0.8331153]
现在感觉“其他”才是原神的主角，黄毛不过是一个路人罢了五中元素力你给猪猪都能当五灵王可给我们的黄毛却只能当耐晕王，而且我不理解剧情里“其他”坏事做尽为什么还能通过世界树洗白，一下子从战犯变成教令院学者现在又成了勇者开始ntr我们的耐晕王果然原神不能代入主角啊[笑哭],感觉 原神 主角 路 人 元素 力 猪猪 王 剧情 坏事 世界 战犯 教令 院 学者 勇者 王 原神 代入 主角,原神_散兵_主角,[0.77322891 0.22677109]
原来原神才是锁男加ml啊[笑哭],原神,原神_散兵_主角,[0.74986827 0.25013173]
诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,角度 国家 地球 母亲 海啸 地震 火山 无辜 人 家园 历史 有关 国家,未知,[0.5 0.5]
"跟黛烟玉玲珑事件太像了

一样的工具人

一样的皮肤建模私货

不知道厂商敢不敢查查自家仙女会（魔女会）",事件 工具 人 皮肤 建模 私货 厂商 仙女 魔女,原神_散兵_主角,[0.83284809 0.16715191]
这波代入阿帽吧，一个嘴臭的小男孩，犯下种种恶行，居然还有一堆拥簇，加入阿帽神，将取代黄毛！！！[星星眼][星星眼][星星眼],波 代入 帽 嘴臭 小男孩 星星 眼 星星 眼 星星 眼,剧情_摄像头_角色,[0.29385901 0.70614099]
这主角黄毛fvv的跟条臭 虫且一样，整天不干正事当摄像头，遇到困难净知道躺尸了，是不是也想做散兵大人后宫了??,主角 条臭 虫 正事 摄像头 散兵 大人 后宫,原神_散兵_主角,[0.51068975 0.48931025]
只生不养的仙女会，不被定义不被讨论，沪圈仙女那味噌就上来了,仙女 定义 仙女,原神_散兵_主角,[0.83298636 0.16701364]
你们指望一群把恐怖分子搞监狱暴动都要吹成为自由而战，反抗压迫的所谓“红色”一群纱帽看得懂剧情？米家剧情的问题一直都不是所谓的低幼，而是三观不正之下的同时还素质感人,恐怖分子 监狱 战 红色 纱帽 剧情 剧情 问题 三观 素质 感人,剧情_摄像头_角色,[0.35667803 0.64332197]
理性讨论，作为一个散兵厨，我还是很喜欢这次的剧情的，首先是我们散宝终于迎来了自己的高光，带着勇者身份强势回归，狠狠打了一波散黑的脸，其次虽然已经磕了许久的散草cp，但是能吃上新的散露cp好评，最后也感谢原神的编剧大大，看到隔壁漂泊者有岁主，给我们也不甘示弱地安排了杜林宝宝当我们的龙宠，这待遇规格真是拉满了[百变星瞳_发癫][百变星瞳_发癫],理性 散兵 厨 剧情 散宝 高光 勇者 身份 强势 脸 散草 原神 编剧 漂泊者 龙 待遇 规格 百 变星 瞳 百 变星 瞳,原神_散兵_主角,[0.64803371 0.35196629]
"刚见面一定是抱一起的膝枕一定是痒的，主角是掉落悬崖时晕的，妮露不先关心主角安危而是说了句：你怎么不把他放到旁边草地上。

黄毛是谁屁用没有、阳光开朗摄像头、希瓦特耐晕王、被第四席仆人吓傻、到纳塔见到队长岂不是要吓尿。",见面 膝枕 主角 悬崖 时晕 关心 主角 屁用 摄像头 仆人 队长 尿,原神_散兵_主角,[0.62621478 0.37378522]
[笑哭]我还以为大v全部不敢喷了，害怕没原神商单吃，原来还有你，我的朋友[歪嘴][打call][热词系列_三连],全部 神商 朋友 热词,原神_散兵_主角,[0.736894 0.263106]
散兵真正的问题在于，编剧对于这类犯下过错之人的要求是论心不论迹，只要内心有什么求死，接受死亡，万念俱灰等所谓的可以体现其“毁灭自我”精神状态，那就可以不需要任何实践方面的措施，达成所谓的“人物塑造”，而所有洗白的论调本质也都是在论心不论迹的，将人物的主观心态凌驾于剧情事实之上，然而玩家的一般大众人知是论迹大于论心，你牛批吹的在震天响，你在怎么抒情哪人物内心多悲痛多痛苦想要世界消失，都不如真的来个真刺真正的行为赎罪或死亡,散兵 问题 编剧 论心 迹 内心 精神状态 方面 措施 人物 论调 本质 论心 人物 主观 心态 剧情 事实 玩家 众人 论迹 论心 牛 抒情 人物 内心 世界 消失 赎罪,原神_散兵_主角,[0.62467966 0.37532034]
我是一步步见证焦糖从和堂主的奔赴到现在这个精神状态的[笑哭],焦糖 堂主 精神状态,未知,[0.5 0.5]
赤石到现在被恶心坏了，很难想象童话支线帮青蛙恢复自信的时候是会用风之翼的，童话主线就成残疾人了。一辈子是见证者，给我整不会了。各种视频下是散姐发电捂嘴的，我这辈子应该是不会再玩米了。,赤石 恶心 想象 童话 支线 青蛙 时候 童话 主线 残疾人 见证者 视频 散姐 发电 嘴,剧情_摄像头_角色,[0.24668107 0.75331893]
前两天有人op劝我回坑，我说是今汐长离不香了，还是里芙芬妮不够大了，让我回坑，我是记性不好不是nt,坑 坑 记性,未知,[0.5 0.5]
"替别人补档

同样是坍塌的废墟，原神活动黄毛傻愣愣的往下掉，尘白剧情分析员健步如飞追奥丁[doge][doge]",废墟 原神 活动 尘白 剧情 分析员,剧情_摄像头_角色,[0.44336432 0.55663568]
一群人在这里尬黑这次剧情我感觉挺好的，唯一一点不好，也就是把摄像头给弄进来了，我也真是服了，没事把摄像头拍进来干嘛,人 剧情 感觉 摄像头 摄像头 干嘛,剧情_摄像头_角色,[0.10018082 0.89981918]
"[doge]

猪猪侠：我TM五灵王

向阳：我TM帝皇侠

端木燕：我TM雅塔莱斯

南宫问天：我TM团结力量

摄像头：我TM直接睡",猪猪 端木 问天 力量 摄像头,剧情_摄像头_角色,[0.25023129 0.74976871]
"知道为什么号价会崩吗？现在一个金5块钱，常驻金不算钱，散兵-50块钱，几百金号带散兵-5%的总价钱。

这正是官方用心良苦，帮大家把号价打下来的啊！???现在大家1000块钱随便买2-3个满命的号让你体验伟大的纳塔人生，原本不愿意玩的人看见号价那么便宜都愿意买一个回来赤赤了??这下纳塔日货又被我酒吧舞策划盘活啦！??让我们好好感谢官方打下来的盛屎江山??愿意卖号的人收获了软妹币，愿意体验世界级时尚新单品的人收获了好屎，原神收获了日活????赢麻了！这盘大棋实在是下的太大了！一举三赢！豪赤！豪赤！豪赤！??",价会 块钱 钱 散兵 块钱 金号 散兵 总 价钱 官方 大家 号价 大家 块钱 体验 人生 原本 人 价 日货 酒吧 策划 盘活 官方 卖号 人 妹币 体验 世界级 时尚 单品 人 屎 原神 活 棋,剧情_摄像头_角色,[0.45476854 0.54523146]
《我付完款出门去，却仍困在游戏里》请品鉴这句话,游戏 品鉴 话,剧情_摄像头_角色,[0.25031859 0.74968141]
"致敬传奇耐睡王黄毛，致敬传奇耐救王黄毛，致敬传奇耐绿王黄毛??

妮露:阿帽，你为什么不把它放在旁边的草地上？[无语]

阿帽:这个黄毛真是羸弱不堪啊[翻白眼]

应急食品:我以为我们才是预言中的勇者??

黄毛:What can I say???",传奇 传奇 耐救王 传奇 应急 食品 勇者,原神_散兵_主角,[0.7497693 0.2502307]
我要给赔宝道歉，4.8活动让我对赔宝改观了，它对黄毛是真的好，不仅救下了忘了风之翼怎么用的黄毛，还让妮露给黄毛膝枕，最后还想把勇者的身份也让给黄毛，让ta不至于只能当个摄像头，以后我再也不黑赔宝了，它才是原鸨最极品的麻辣角色??,赔宝 活动 赔宝 勇者 身份 摄像头 宝 原鸨 极品 角色,剧情_摄像头_角色,[0.27159316 0.72840684]
新剧情不是很好嘛？主角是勇者，和美少女们一切解决了难关。唯一的问题就是有个黄毛女主抢戏太严重了而已。不过后宫之一体谅一下有什么。这么美好的剧情都有人黑，反麻仙人见不得角色对主角好,剧情 主角 勇者 问题 女主 后宫 剧情 反麻 仙人 角色 主角,原神_散兵_主角,[0.50175409 0.49824591]
有男不玩，无散不欢~[鼓掌][给心心][给心心],,未知,[0.5 0.5]
"原神：本以为黄毛是勇者，结果被散兵摘了桃子，意难平

京吹3：本以为九美子是部长，结果被黑江真由摘了桃子，意难平",原神 勇者 结果 散兵 桃子 意难 部长 结果 桃子 意难,原神_散兵_主角,[0.93739268 0.06260732]
感觉原神里旅行者有他没他都一样,感觉 原神 旅行者,原神_散兵_主角,[0.63299464 0.36700536]
mhy过大于过，有过有过，对待mhy，我们要用辩证的方法看待，不能因为他的一个小错误就忽略了他的一个大错误@米哈游miHoYo? @原神? @崩坏星穹铁道? @原神动画项目? @绝区零,方法 错误 错误 游 原神 星穹 铁道 原神 动画 项目 绝区 零,原神_散兵_主角,[0.83324315 0.16675685]
"这就是ML剧情啊，只不过master不是你。是阿帽

你也不想想，一个无父无母，连亲哥哥（妹妹）做什么事都要偷偷摸摸的不告诉你，一个狗嫌人厌的fw黄毛，谁会喜欢你？

需要苦力时叫一句旅行者，不需要你的时候你j8谁啊？",剧情 阿帽 无父 无母 亲哥哥 妹妹 事 狗 苦力 旅行者 时候,剧情_摄像头_角色,[0.30185818 0.69814182]
莎士比亚也就图一乐，真世界级剧本还得看咱老米??,图 世界级 剧本,剧情_摄像头_角色,[0.25053997 0.74946003]
自从网络诞生以来，衍生出的作品中，主角当摄像头和所谓见证者的，一顶一都是烂活,网络 作品 主角 摄像头 见证者 活,原神_散兵_主角,[0.62479882 0.37520118]
。。还是感觉主角由散兵担任好点，散兵兢兢业业为小草神付出这么多，到头来主角的桃子让黄毛旅行者摘了，意难平啊。,感觉 主角 散兵 散兵 小草 神 主角 桃子 旅行者,原神_散兵_主角,[0.82485232 0.17514768]
一群莫名其妙的人在这自绿，人家不是上来就抱过旅行者了吗，把他放到草地上也是因为害怕弄醒旅行者，还有人家阿帽有说要谁谁谁原谅嘛，他只是觉得他是罪人之身以后要用温柔对待这个世界，所以他才接受了魔龙，编剧也没让谁谁谁原谅杜林啊，阿帽最后愿意和杜林做朋友也只是和自己合解罢了，这版本剧情完全没有什么问题，想表达的思想也简单易懂，原神这都是被带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑原神的好时间，可是现在新人入坑门槛高以往人权卡角色抽不到，怎么解决呢，唉，刚好我这有个成品号????,人 绿 人家 旅行者 旅行者 人家 阿帽 罪人 世界 魔龙 编剧 朋友 版本 剧情 问题 思想 原神 节奏 剧情 坑 原神 时间 新人 坑 门槛 人权 卡 角色 成品,剧情_摄像头_角色,[0.38605048 0.61394952]
"别人的主角，有的当皇帝，有的开后宫，有的有自己的个人线，有的当股东开飞艇，连片哥都比黄毛有脑子。

黄毛：man，what can i say，其他人有我耐晕，有我耐睡吗，别急，我还没跪，跪了我就老实了（顺带致敬传奇??游开盒时代",主角 皇帝 后宫 个人 线 股东 飞艇 连片 脑子 老实 顺带 传奇 盒 时代,原神_散兵_主角,[0.51792595 0.48207405]
笑死我了，这个有个谁来推我一下，阿帽没劲了是吧,,未知,[0.5 0.5]
"找不到学长怎么办？

诶????我有个好地方

BV1iF411y7Ks",学长 地方,未知,[0.5 0.5]
说黑子水军带节奏的，真的自己过过剧情么？鬼图出来前，舒舒服服推图做任务，和纳维亚妮露贴贴。然后鬼图出来了，爷风之翼没了，爷晕了，爷被嫌弃了，爷原来不是勇者了，爷救的杜林成鬼图宠物了，高洁而善良的灵魂才会被邀请的，可莉喊杜林哥哥的，邀请杜林去蒙德玩的，纳西妲和鬼图甜甜甜的。你知道我特意屯到任务全解锁一天做完之后有多恶心么？但凡脑子正常点的人，做完这些任务，能绷住一秒的都是神人了，还在黑子水军。,黑子 水军 节奏 剧情 鬼 图 任务 鬼 图 勇者 鬼 图 宠物 灵魂 鬼图 甜 任务 恶心 脑子 人 任务 神人 黑子 水军,剧情_摄像头_角色,[0.27689231 0.72310769]
主角不参与就说主角只是见证者，主角参与了就说主角也是参与者，反正好话歹话都让mxz说了呗，立体防御典完了,主角 主角 见证者 主角 主角 参与者 歹话 立体,原神_散兵_主角,[0.9165743 0.0834257]
别信这个up的，现在原很好玩，马上5.0开火国，蒸蒸日上，如果你担心现在入坑抽不到角色，我这里有一个b服的成品号，两个满命五星角色，多个高命角色，现在只要600元，欢迎联系我，不要看到b服就退缩啊，b服很好的,国 坑 角色 成品 满命 五星 角色 命 角色 联系,剧情_摄像头_角色,[0.10017042 0.89982958]
"借个楼，贴个布告：

如果不想被节奏打扰的朋友，手机端可以如下操作：点击你的头像——拉到最下面点击设置——往下拉 点击隐私权限设置——往下拉 点击个性化内容推荐管理——进行 标题屏蔽词设置（把 清榜神游 和 ml神游 的名字挂上去）。操作完之后你的主页会瞬间变的很干净，什么千天老玩家融号退坑，什么XX厨怒斥破防，什么XX如何罪该万死之类的节奏视频 会一下全都消失。自己细品原因（找不到相关设置的 看看是不是b站手机端版本过低，网页版如何操作可以去查找有关的视频）



再次告诫参与米哈游游戏社区，资历较浅的玩家，目前你们看似周遭全是节奏，但在资深参与游戏社区的玩家来说，这是家常便饭。

不管是米家那一款游戏，请你们 ——独！ 立! 完成剧情! ， 独! 立! 思! 考!—— ，不要被网上的舆论节奏带歪了心思。



建议以后大家看到带节奏的，就把这条评论怼他脸上，对面包气急败坏的[doge]



顺便把这条评论转发出去，让更多人免受节奏毒害。",楼 布告 节奏 朋友 手机 头像 设置 权限 设置 个性化 内容 管理 标题 屏蔽 词 设置 榜 神游 神游 名字 主页 老 玩家 融号 厨 节奏 视频 全都 消失 细品 原因 设置 手机 版本 网页 版 有关 视频 游戏 社区 资历 玩家 节奏 资深 游戏 社区 玩家 游戏 剧情 思 舆论 节奏 心思 建议 大家 节奏 评论 面包 评论 人 节奏 毒害,剧情_摄像头_角色,[0.03026594 0.96973406]
